SVAMITVA Property Card ID,Linked Land Record Parcel ID,Survey / Gat / Property No.,State,District,Tehsil / Taluka,Village,Owner Name,Father / Spouse Name,Owner Type,Total Area (sq m),Land / Property Type,Property Card Status,Property Card Prepared Date,Distribution Date,Drone Survey Status,Drone Survey Date,Ortho Image Status,Vector Data Status,DEM Data Status,Parcel Digitisation Status,Cadastral / Parcel Geometry WKT,Record Source,Record Date / Last Updated,Verification Status,Survey Completed,Ground Truthing Status,CORS / Control Point Status,Property Card Prepared,Objection Received,Objection Date,Objection Disposed,Objection Disposal Date,Card Ready for Distribution,Property Card Distributed,Latitude,Longitude,Notified Village,Drone Flying Completed,Data Processing Completed,Data Processing Status,Ortho Data Received,Vector Data Received,Property Cards Prepared,Property Cards Distributed,Feature Extraction Status,Ground Verification Date
SVPC-MH-0000043,MH-DEMO-00043,SV-01-01-0043,Maharashtra,Sindhudurg,Kankavli,Demo Village 03,Rahul Mhatre,Aniket Wagh,Individual,84.7,Mixed Residential,Digitisation Completed,2024-06-21,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.639530 73.439530,18.640470 73.439530,18.640470 73.440470,18.639530 73.440470,18.639530 73.439530))",Synthetic SVAMITVA Demo Dataset,2026-02-13,Synthetic - Not Government Verified,No,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,73.43953,18.63953,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0000044,MH-DEMO-00044,SV-01-01-0044,Maharashtra,Sindhudurg,Kankavli,Demo Village 04,Shivam Pawar,Nikhil Patil,Individual,87.6,Institutional,Prepared,2024-06-25,,Completed,2024-05-12,Received,Received,Received,Digitised,"POLYGON((18.639490 73.439490,18.640510 73.439490,18.640510 73.440510,18.639490 73.440510,18.639490 73.439490))",Synthetic SVAMITVA Demo Dataset,2026-02-14,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,73.43949,18.63949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0000045,MH-DEMO-00045,SV-01-01-0045,Maharashtra,Sindhudurg,Kankavli,Demo Village 05,Vaishnavi Mane,Sonal Kamble,Individual,25.5,Commercial,Distributed,2024-05-15,,Completed,2024-05-15,Received,Received,Received,Digitised,"POLYGON((18.639650 73.439650,18.640350 73.439650,18.640350 73.440350,18.639650 73.440350,18.639650 73.439650))",Synthetic SVAMITVA Demo Dataset,2026-02-15,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,No,73.43965,18.63965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2024-05-22
SVPC-MH-0000046,MH-DEMO-00046,SV-01-01-0046,Maharashtra,Sindhudurg,Kankavli,Demo Village 06,Akash Tiwari,Amit Gaikwad,Individual,28.4,Open Plot,Under Verification,2024-05-19,,Completed,2024-05-18,Received,Received,Available,Digitised,"POLYGON((18.639610 73.439610,18.640390 73.439610,18.640390 73.440390,18.639610 73.440390,18.639610 73.439610))",Synthetic SVAMITVA Demo Dataset,2026-02-16,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,Yes,73.43961,18.63961,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2024-05-25
SVPC-MH-0000047,MH-DEMO-00047,SV-01-01-0047,Maharashtra,Sindhudurg,Kankavli,Demo Village 07,Dhananjay Chavan,Nandini Borkar,Individual,31.3,Other Abadi Property,Digitisation Completed,2024-05-23,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.639570 73.439570,18.640430 73.439570,18.640430 73.440430,18.639570 73.440430,18.639570 73.439570))",Synthetic SVAMITVA Demo Dataset,2026-02-17,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.43957,18.63957,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2024-05-28
SVPC-MH-0000048,MH-DEMO-00048,SV-01-01-0048,Maharashtra,Sindhudurg,Kankavli,Demo Village 08,Nandini Kamble,Sneha Kadam,Individual,34.2,Residential Abadi,Prepared,2024-05-27,,Completed,2024-05-24,Received,Received,Received,Under Processing,"POLYGON((18.639530 73.439530,18.640470 73.439530,18.640470 73.440470,18.639530 73.440470,18.639530 73.439530))",Synthetic SVAMITVA Demo Dataset,2026-02-18,Synthetic - Not Government Verified,Yes,In Progress,Pending,Yes,No,,Not Applicable,,Yes,Yes,73.43953,18.63953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0000049,MH-DEMO-00049,SV-01-01-0049,Maharashtra,Sindhudurg,Kankavli,Demo Village 09,Ramesh Kharat,Akash Tiwari,Individual,37.1,Mixed Residential,Distributed,2024-05-31,,Completed,2024-05-27,Received,Received,Received,Digitised,"POLYGON((18.639490 73.439490,18.640510 73.439490,18.640510 73.440510,18.639490 73.440510,18.639490 73.439490))",Synthetic SVAMITVA Demo Dataset,2026-02-19,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,No,Yes,73.43949,18.63949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0000050,MH-DEMO-00050,SV-01-01-0050,Maharashtra,Sindhudurg,Kankavli,Demo Village 10,Sonal Kulkarni,Mohan Thakur,Individual,40.0,Institutional,Under Verification,2024-06-04,,Completed,2024-05-30,Received,Received,Available,Digitised,"POLYGON((18.639650 73.439650,18.640350 73.439650,18.640350 73.440350,18.639650 73.440350,18.639650 73.439650))",Synthetic SVAMITVA Demo Dataset,2026-02-20,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,No,73.43965,18.63965,Yes,Yes,Yes,Completed,Yes,Yes,No,No,Completed,2024-06-06
SVPC-MH-0000051,MH-DEMO-00051,SV-01-01-0051,Maharashtra,Sindhudurg,Kankavli,Demo Village 01,Vikas Kale,Shivam Deshmukh,Individual,42.9,Commercial,Digitisation Completed,2024-06-08,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.639610 73.439610,18.640390 73.439610,18.640390 73.440390,18.639610 73.440390,18.639610 73.439610))",Synthetic SVAMITVA Demo Dataset,2026-02-21,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.43961,18.63961,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2024-06-09
SVPC-MH-0000052,MH-DEMO-00052,SV-01-01-0052,Maharashtra,Sindhudurg,Kankavli,Demo Village 02,Aniket Jadhav,Aditi Gawande,Individual,45.8,Open Plot,Prepared,2024-06-12,,Completed,2024-06-05,Received,Received,Received,Digitised,"POLYGON((18.639570 73.439570,18.640430 73.439570,18.640430 73.440430,18.639570 73.440430,18.639570 73.439570))",Synthetic SVAMITVA Demo Dataset,2026-02-22,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,Yes,2024-06-17,Yes,2024-06-30,Yes,Yes,73.43957,18.63957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2024-06-12
SVPC-MH-0000053,MH-DEMO-00053,SV-01-01-0053,Maharashtra,Sindhudurg,Kankavli,Demo Village 03,Kiran Thakur,Meena Pawar,Individual,48.7,Other Abadi Property,Distributed,2024-06-16,,Completed,2024-06-08,Received,Received,Received,Digitised,"POLYGON((18.639530 73.439530,18.640470 73.439530,18.640470 73.440470,18.639530 73.440470,18.639530 73.439530))",Synthetic SVAMITVA Demo Dataset,2026-02-23,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,73.43953,18.63953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0000054,MH-DEMO-00054,SV-01-01-0054,Maharashtra,Sindhudurg,Kankavli,Demo Village 04,Pooja Salve,Seema Kale,Individual,51.6,Residential Abadi,Under Verification,2024-06-20,,Completed,2024-06-11,Received,Received,Available,Under Processing,"POLYGON((18.639490 73.439490,18.640510 73.439490,18.640510 73.440510,18.639490 73.440510,18.639490 73.439490))",Synthetic SVAMITVA Demo Dataset,2026-02-24,Synthetic - Not Government Verified,Yes,Pending,Pending,No,No,,Not Applicable,,No,Yes,73.43949,18.63949,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0000055,MH-DEMO-00055,SV-01-01-0055,Maharashtra,Sindhudurg,Kankavli,Demo Village 05,Sachin Gaikwad,Aarav Bhosale,Individual,54.5,Mixed Residential,Digitisation Completed,2024-06-24,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.639650 73.439650,18.640350 73.439650,18.640350 73.440350,18.639650 73.440350,18.639650 73.439650))",Synthetic SVAMITVA Demo Dataset,2026-02-25,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,No,73.43965,18.63965,Yes,No,No,In Progress,No,No,Yes,No,Pending,2024-06-21
SVPC-MH-0000056,MH-DEMO-00056,SV-01-01-0056,Maharashtra,Sindhudurg,Kankavli,Demo Village 06,Suresh Sawant,Manish Yadav,Individual,57.4,Institutional,Prepared,2024-06-28,,Completed,2024-06-17,Received,Received,Received,Digitised,"POLYGON((18.639610 73.439610,18.640390 73.439610,18.640390 73.440390,18.639610 73.440390,18.639610 73.439610))",Synthetic SVAMITVA Demo Dataset,2026-02-26,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,No,Yes,73.43961,18.63961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2024-06-24
SVPC-MH-0000057,MH-DEMO-00057,SV-01-01-0057,Maharashtra,Sindhudurg,Kankavli,Demo Village 07,Vivek Verma,Sanjay Deshpande,Individual,60.3,Commercial,Distributed,2024-07-02,,Completed,2024-06-20,Received,Received,Received,Digitised,"POLYGON((18.639570 73.439570,18.640430 73.439570,18.640430 73.440430,18.639570 73.440430,18.639570 73.439570))",Synthetic SVAMITVA Demo Dataset,2026-02-27,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.43957,18.63957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2024-06-27
SVPC-MH-0000058,MH-DEMO-00058,SV-01-01-0058,Maharashtra,Sindhudurg,Kankavli,Demo Village 08,Arjun Bhosale,Vivek Kharat,Individual,63.2,Open Plot,Under Verification,2024-07-06,,Completed,2024-06-23,Received,Received,Available,Digitised,"POLYGON((18.639530 73.439530,18.640470 73.439530,18.640470 73.440470,18.639530 73.440470,18.639530 73.439530))",Synthetic SVAMITVA Demo Dataset,2026-02-28,Synthetic - Not Government Verified,Yes,In Progress,Available,No,No,,Not Applicable,,No,Yes,73.43953,18.63953,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0000059,MH-DEMO-00059,SV-01-01-0059,Maharashtra,Sindhudurg,Kankavli,Demo Village 09,Manish Dhole,Mahesh Sawant,Individual,66.1,Other Abadi Property,Digitisation Completed,2024-07-10,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.639490 73.439490,18.640510 73.439490,18.640510 73.440510,18.639490 73.440510,18.639490 73.439490))",Synthetic SVAMITVA Demo Dataset,2026-03-01,Synthetic - Not Government Verified,No,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,73.43949,18.63949,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0000060,MH-DEMO-00060,SV-01-01-0060,Maharashtra,Sindhudurg,Kankavli,Demo Village 10,Priya Deshmukh,Sachin Shinde,Individual,69.0,Residential Abadi,Prepared,2024-07-14,,Completed,2024-06-29,Received,Received,Received,Under Processing,"POLYGON((18.639650 73.439650,18.640350 73.439650,18.640350 73.440350,18.639650 73.440350,18.639650 73.439650))",Synthetic SVAMITVA Demo Dataset,2026-03-02,Synthetic - Not Government Verified,Yes,Completed,Pending,Yes,No,,Not Applicable,,Yes,No,73.43965,18.63965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2024-07-06
SVPC-MH-0000061,MH-DEMO-00061,SV-01-01-0061,Maharashtra,Sindhudurg,Kankavli,Demo Village 01,Seema Joshi,Vinod Ingale,Individual,71.9,Mixed Residential,Distributed,2024-07-18,,Completed,2024-07-02,Received,Received,Received,Digitised,"POLYGON((18.639610 73.439610,18.640390 73.439610,18.640390 73.440390,18.639610 73.440390,18.639610 73.439610))",Synthetic SVAMITVA Demo Dataset,2026-03-03,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.43961,18.63961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2024-07-09
SVPC-MH-0000062,MH-DEMO-00062,SV-01-01-0062,Maharashtra,Sindhudurg,Kankavli,Demo Village 02,Tanmay Borkar,Kiran Chavan,Individual,74.8,Institutional,Under Verification,2024-07-22,,Completed,2024-07-05,Received,Received,Available,Digitised,"POLYGON((18.639570 73.439570,18.640430 73.439570,18.640430 73.440430,18.639570 73.440430,18.639570 73.439570))",Synthetic SVAMITVA Demo Dataset,2026-03-04,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,Yes,73.43957,18.63957,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2024-07-12
SVPC-MH-0000063,MH-DEMO-00063,SV-01-01-0063,Maharashtra,Sindhudurg,Kankavli,Demo Village 03,Aditi Shinde,Rohit Salve,Individual,77.7,Commercial,Digitisation Completed,2024-07-26,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.639530 73.439530,18.640470 73.439530,18.640470 73.440470,18.639530 73.440470,18.639530 73.439530))",Synthetic SVAMITVA Demo Dataset,2026-03-05,Synthetic - Not Government Verified,No,In Progress,Available,Yes,No,,Not Applicable,,No,Yes,73.43953,18.63953,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0000064,MH-DEMO-00064,SV-01-01-0064,Maharashtra,Sindhudurg,Kankavli,Demo Village 04,Deepak Wagh,Vikas Joshi,Individual,80.6,Open Plot,Prepared,2024-07-30,,Completed,2024-07-11,Received,Received,Received,Digitised,"POLYGON((18.639490 73.439490,18.640510 73.439490,18.640510 73.440510,18.639490 73.440510,18.639490 73.439490))",Synthetic SVAMITVA Demo Dataset,2026-03-06,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,73.43949,18.63949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0000065,MH-DEMO-00065,SV-01-01-0065,Maharashtra,Sindhudurg,Kankavli,Demo Village 05,Mohan Yadav,Gaurav Raut,Individual,83.5,Other Abadi Property,Distributed,2024-08-03,,Completed,2024-07-14,Received,Received,Received,Digitised,"POLYGON((18.639650 73.439650,18.640350 73.439650,18.640350 73.440350,18.639650 73.440350,18.639650 73.439650))",Synthetic SVAMITVA Demo Dataset,2026-03-07,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,Yes,2024-07-26,Yes,2024-08-08,Yes,No,73.43965,18.63965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2024-07-21
SVPC-MH-0000066,MH-DEMO-00066,SV-01-01-0066,Maharashtra,Sindhudurg,Kankavli,Demo Village 06,Rajesh More,Ramesh Mane,Individual,86.4,Residential Abadi,Under Verification,2024-08-07,,Completed,2024-07-17,Received,Received,Available,Under Processing,"POLYGON((18.639610 73.439610,18.640390 73.439610,18.640390 73.440390,18.639610 73.440390,18.639610 73.439610))",Synthetic SVAMITVA Demo Dataset,2026-03-08,Synthetic - Not Government Verified,Yes,Completed,Pending,No,No,,Not Applicable,,No,Yes,73.43961,18.63961,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,2024-07-24
SVPC-MH-0000067,MH-DEMO-00067,SV-01-01-0067,Maharashtra,Sindhudurg,Kankavli,Demo Village 07,Sneha Gawande,Vijay Jadhav,Individual,89.3,Mixed Residential,Digitisation Completed,2024-08-11,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.639570 73.439570,18.640430 73.439570,18.640430 73.440430,18.639570 73.440430,18.639570 73.439570))",Synthetic SVAMITVA Demo Dataset,2026-03-09,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.43957,18.63957,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2024-07-27
SVPC-MH-0000068,MH-DEMO-00068,SV-01-01-0068,Maharashtra,Sindhudurg,Kankavli,Demo Village 08,Vijay Raut,Dhananjay Dhole,Individual,27.2,Institutional,Prepared,2024-08-15,,Completed,2024-07-23,Received,Received,Received,Digitised,"POLYGON((18.639530 73.439530,18.640470 73.439530,18.640470 73.440470,18.639530 73.440470,18.639530 73.439530))",Synthetic SVAMITVA Demo Dataset,2026-03-10,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,73.43953,18.63953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0000069,MH-DEMO-00069,SV-01-01-0069,Maharashtra,Sindhudurg,Kankavli,Demo Village 09,Amit Kadam,Rajesh More,Individual,30.1,Commercial,Distributed,2024-08-19,,Completed,2024-07-26,Received,Received,Received,Digitised,"POLYGON((18.639490 73.439490,18.640510 73.439490,18.640510 73.440510,18.639490 73.440510,18.639490 73.439490))",Synthetic SVAMITVA Demo Dataset,2026-03-11,Synthetic - Not Government Verified,Yes,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,73.43949,18.63949,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0000070,MH-DEMO-00070,SV-01-01-0070,Maharashtra,Sindhudurg,Kankavli,Demo Village 10,Gaurav Ingale,Vaishnavi Mhatre,Individual,33.0,Open Plot,Under Verification,2024-08-23,,Completed,2024-07-29,Received,Received,Available,Digitised,"POLYGON((18.639650 73.439650,18.640350 73.439650,18.640350 73.440350,18.639650 73.440350,18.639650 73.439650))",Synthetic SVAMITVA Demo Dataset,2026-03-12,Synthetic - Not Government Verified,Yes,Completed,Available,No,No,,Not Applicable,,No,No,73.43965,18.63965,Yes,Yes,Yes,Completed,Yes,Yes,No,No,Completed,2024-08-05
SVPC-MH-0000071,MH-DEMO-00071,SV-01-01-0071,Maharashtra,Sindhudurg,Kankavli,Demo Village 01,Nikhil Patil,Deepak Kulkarni,Individual,35.9,Other Abadi Property,Digitisation Completed,2024-08-27,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.639610 73.439610,18.640390 73.439610,18.640390 73.440390,18.639610 73.440390,18.639610 73.439610))",Synthetic SVAMITVA Demo Dataset,2026-03-13,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.43961,18.63961,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,2024-08-08
SVPC-MH-0000072,MH-DEMO-00072,SV-01-01-0072,Maharashtra,Sindhudurg,Kankavli,Demo Village 02,Rohit Deshpande,Rahul Verma,Individual,38.8,Residential Abadi,Prepared,2024-08-31,,Completed,2024-08-04,Received,Received,Received,Under Processing,"POLYGON((18.639570 73.439570,18.640430 73.439570,18.640430 73.440430,18.639570 73.440430,18.639570 73.439570))",Synthetic SVAMITVA Demo Dataset,2026-03-14,Synthetic - Not Government Verified,Yes,Completed,Pending,Yes,No,,Not Applicable,,Yes,Yes,73.43957,18.63957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2024-08-11
SVPC-MH-0000073,MH-DEMO-00073,SV-01-01-0073,Maharashtra,Sindhudurg,Kankavli,Demo Village 03,Sunita Mhatre,Tanmay Wagh,Individual,41.7,Mixed Residential,Distributed,2024-09-04,,Completed,2024-08-07,Received,Received,Received,Digitised,"POLYGON((18.639530 73.439530,18.640470 73.439530,18.640470 73.440470,18.639530 73.440470,18.639530 73.439530))",Synthetic SVAMITVA Demo Dataset,2026-03-15,Synthetic - Not Government Verified,Yes,In Progress,Available,Yes,No,,Not Applicable,,Yes,Yes,73.43953,18.63953,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,
SVPC-MH-0000074,MH-DEMO-00074,SV-01-01-0074,Maharashtra,Sindhudurg,Kankavli,Demo Village 04,Vinod Pawar,Ashok Patil,Individual,44.6,Institutional,Under Verification,2024-09-08,,Completed,2024-08-10,Received,Received,Available,Digitised,"POLYGON((18.639490 73.439490,18.640510 73.439490,18.640510 73.440510,18.639490 73.440510,18.639490 73.439490))",Synthetic SVAMITVA Demo Dataset,2026-03-16,Synthetic - Not Government Verified,Yes,Pending,Available,No,No,,Not Applicable,,No,Yes,73.43949,18.63949,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0000075,MH-DEMO-00075,SV-01-01-0075,Maharashtra,Sindhudurg,Kankavli,Demo Village 05,Anjali Mane,Priya Kamble,Individual,47.5,Commercial,Digitisation Completed,2024-09-12,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.639650 73.439650,18.640350 73.439650,18.640350 73.440350,18.639650 73.440350,18.639650 73.439650))",Synthetic SVAMITVA Demo Dataset,2026-03-17,Synthetic - Not Government Verified,No,Completed,Available,Yes,No,,Not Applicable,,Yes,No,73.43965,18.63965,Yes,No,No,In Progress,No,No,Yes,No,Pending,2024-08-20
SVPC-MH-0000076,MH-DEMO-00076,SV-01-01-0076,Maharashtra,Sindhudurg,Kankavli,Demo Village 06,Mahesh Tiwari,Swati Gaikwad,Individual,50.4,Open Plot,Prepared,2024-09-16,,Completed,2024-08-16,Received,Received,Received,Digitised,"POLYGON((18.639610 73.439610,18.640390 73.439610,18.640390 73.440390,18.639610 73.440390,18.639610 73.439610))",Synthetic SVAMITVA Demo Dataset,2026-03-18,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,Yes,73.43961,18.63961,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2024-08-23
SVPC-MH-0000077,MH-DEMO-00077,SV-01-01-0077,Maharashtra,Sindhudurg,Kankavli,Demo Village 07,Prakash Chavan,Arjun Borkar,Individual,53.3,Other Abadi Property,Distributed,2024-09-20,,Completed,2024-08-19,Received,Received,Received,Digitised,"POLYGON((18.639570 73.439570,18.640430 73.439570,18.640430 73.440430,18.639570 73.440430,18.639570 73.439570))",Synthetic SVAMITVA Demo Dataset,2026-03-19,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,No,Yes,73.43957,18.63957,Yes,Yes,Yes,Completed,Yes,Yes,Yes,Yes,Completed,2024-08-26
SVPC-MH-0000078,MH-DEMO-00078,SV-01-01-0078,Maharashtra,Sindhudurg,Kankavli,Demo Village 08,Sanjay Kamble,Prakash Kadam,Individual,56.2,Residential Abadi,Under Verification,2024-09-24,,Completed,2024-08-22,Received,Received,Available,Under Processing,"POLYGON((18.639530 73.439530,18.640470 73.439530,18.640470 73.440470,18.639530 73.440470,18.639530 73.439530))",Synthetic SVAMITVA Demo Dataset,2026-03-20,Synthetic - Not Government Verified,Yes,In Progress,Pending,No,Yes,2024-09-03,No,,No,Yes,73.43953,18.63953,Yes,Yes,Yes,Completed,Yes,Yes,No,Yes,Completed,
SVPC-MH-0000079,MH-DEMO-00079,SV-01-01-0079,Maharashtra,Sindhudurg,Kankavli,Demo Village 09,Swati Kharat,Suresh Tiwari,Individual,59.1,Mixed Residential,Digitisation Completed,2024-09-28,,Pending,,Processing,Processing,Processing,Digitised,"POLYGON((18.639490 73.439490,18.640510 73.439490,18.640510 73.440510,18.639490 73.440510,18.639490 73.439490))",Synthetic SVAMITVA Demo Dataset,2026-03-21,Synthetic - Not Government Verified,No,Pending,Available,Yes,No,,Not Applicable,,Yes,Yes,73.43949,18.63949,Yes,No,No,In Progress,No,No,Yes,Yes,Pending,
SVPC-MH-0000080,MH-DEMO-00080,SV-01-01-0080,Maharashtra,Sindhudurg,Kankavli,Demo Village 10,Aarav Kulkarni,Anjali Thakur,Individual,62.0,Institutional,Prepared,2024-10-02,,Completed,2024-08-28,Received,Received,Received,Digitised,"POLYGON((18.639650 73.439650,18.640350 73.439650,18.640350 73.440350,18.639650 73.440350,18.639650 73.439650))",Synthetic SVAMITVA Demo Dataset,2026-03-22,Synthetic - Not Government Verified,Yes,Completed,Available,Yes,No,,Not Applicable,,Yes,No,73.43965,18.63965,Yes,Yes,Yes,Completed,Yes,Yes,Yes,No,Completed,2024-09-04
