ULPIN / Parcel ID,Survey Number / Gat Number,District,Taluka,Village,Owner / Rights-holder details,Land Area (hectares),Land Classification / Land Type,Tenure / Rights details,7/12 Record,8A Record,Mutation / Ferfar details,Mutation Date,Mutation Status,Cadastral Parcel Boundary / Geometry,Property Card,Record Source,Record Date / Last Updated,Verification Status,Owner Name,Owner / Rights-holder Type,Owner Share,Owner Relation,Owner Address
MH-DEMO-00042,101/42,Mumbai City,Demo Taluka 06,Demo Village 06,Name: Meena Deshpande and Sneha Kharat; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 03,1.39,Residential,Other/Restricted,DEMO-712-00042,DEMO-8A-00042,DEMO-FERFAR-00042,2026-02-25,No Recent Mutation,"POLYGON((72.789486 18.928992,72.791008 18.929486,72.790514 18.931008,72.788992 18.930514,72.789486 18.928992))",DEMO-PC-00042,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-04-08,Synthetic - Not Government Verified,Meena Deshpande and Sneha Kharat,Joint Holders,50%-50%,Joint Holders,Synthetic Address 03
MH-DEMO-00043,101/43,Mumbai City,Demo Taluka 01,Demo Village 07,Name: Rahul Mhatre; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,1.76,Forest,Occupancy Class I,DEMO-712-00043,DEMO-8A-00043,DEMO-FERFAR-00043,2026-03-07,Updated,"POLYGON((72.840615 18.967816,72.842184 18.968615,72.841385 18.970184,72.839816 18.969385,72.840615 18.967816))",DEMO-PC-00043,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-04-19,Synthetic - Not Government Verified,Rahul Mhatre,Individual,100%,D/O Synthetic Holder,Synthetic Address 04
MH-DEMO-00044,101/44,Mumbai City,Demo Taluka 02,Demo Village 08,Name: Shivam Pawar; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,2.13,Industrial,Occupancy Class II,DEMO-712-00044,DEMO-8A-00044,DEMO-FERFAR-00044,2026-03-17,Pending,"POLYGON((72.828788 18.943659,72.830341 18.944788,72.829212 18.946341,72.827659 18.945212,72.828788 18.943659))",DEMO-PC-00044,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-04-30,Synthetic - Not Government Verified,Shivam Pawar,Individual,100%,W/O Synthetic Holder,Synthetic Address 05
MH-DEMO-00045,101/45,Mumbai City,Demo Taluka 03,Demo Village 09,Name: Vaishnavi Mane; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,2.5,Water Body,Government Lease,DEMO-712-00045,DEMO-8A-00045,DEMO-FERFAR-00045,2026-03-27,Under Verification,"POLYGON((72.817000 18.982529,72.818471 18.984000,72.817000 18.985471,72.815529 18.984000,72.817000 18.982529))",DEMO-PC-00045,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-05-11,Synthetic - Not Government Verified,Vaishnavi Mane,Individual,100%,S/O Synthetic Holder,Synthetic Address 01
MH-DEMO-00046,101/46,Mumbai City,Demo Taluka 04,Demo Village 10,Name: Akash Tiwari; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,2.87,Wasteland,Private Tenure,DEMO-712-00046,DEMO-8A-00046,DEMO-FERFAR-00046,2026-04-06,No Recent Mutation,"POLYGON((72.805248 18.958436,72.806564 18.960248,72.804752 18.961564,72.803436 18.959752,72.805248 18.958436))",DEMO-PC-00046,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-05-22,Synthetic - Not Government Verified,Akash Tiwari,Individual,100%,D/O Synthetic Holder,Synthetic Address 02
MH-DEMO-00047,101/47,Mumbai City,Demo Taluka 05,Demo Village 11,Name: Dhananjay Chavan; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,3.24,Mixed Use,Other/Restricted,DEMO-712-00047,DEMO-8A-00047,DEMO-FERFAR-00047,2026-04-16,Updated,"POLYGON((72.793524 18.934386,72.794614 18.936524,72.792476 18.937614,72.791386 18.935476,72.793524 18.934386))",DEMO-PC-00047,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-06-02,Synthetic - Not Government Verified,Dhananjay Chavan,Individual,100%,W/O Synthetic Holder,Synthetic Address 03
MH-DEMO-00048,101/48,Mumbai City,Demo Taluka 06,Demo Village 12,Name: Nandini Kamble; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,3.61,Agricultural,Occupancy Class I,DEMO-712-00048,DEMO-8A-00048,DEMO-FERFAR-00048,2026-04-26,Pending,"POLYGON((72.844822 18.973387,72.845613 18.975822,72.843178 18.976613,72.842387 18.974178,72.844822 18.973387))",DEMO-PC-00048,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-06-13,Synthetic - Not Government Verified,Nandini Kamble,Individual,100%,S/O Synthetic Holder,Synthetic Address 04
MH-DEMO-00049,101/49,Mumbai City,Demo Taluka 01,Demo Village 01,Name: Ramesh Kharat and Aarav Raut; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 05,3.98,Residential,Occupancy Class II,DEMO-712-00049,DEMO-8A-00049,DEMO-FERFAR-00049,2026-05-06,Under Verification,"POLYGON((72.832665 18.950085,72.832915 18.951665,72.831335 18.951915,72.831085 18.950335,72.832665 18.950085))",DEMO-PC-00049,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-06-24,Synthetic - Not Government Verified,Ramesh Kharat and Aarav Raut,Joint Holders,50%-50%,Joint Holders,Synthetic Address 05
MH-DEMO-00050,101/50,Mumbai City,Demo Taluka 02,Demo Village 02,Name: Sonal Kulkarni; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,4.35,Forest,Government Lease,DEMO-712-00050,DEMO-8A-00050,DEMO-FERFAR-00050,2026-05-16,No Recent Mutation,"POLYGON((72.819120 18.989120,72.820880 18.989120,72.820880 18.990880,72.819120 18.990880,72.819120 18.989120))",DEMO-PC-00050,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-07-05,Synthetic - Not Government Verified,Sonal Kulkarni,Individual,100%,W/O Synthetic Holder,Synthetic Address 01
MH-DEMO-00051,101/51,Mumbai City,Demo Taluka 03,Demo Village 03,Name: Vikas Kale; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,4.72,Industrial,Private Tenure,DEMO-712-00051,DEMO-8A-00051,DEMO-FERFAR-00051,2026-05-26,Updated,"POLYGON((72.807202 18.964902,72.809098 18.965202,72.808798 18.967098,72.806902 18.966798,72.807202 18.964902))",DEMO-PC-00051,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-07-16,Synthetic - Not Government Verified,Vikas Kale,Individual,100%,S/O Synthetic Holder,Synthetic Address 02
MH-DEMO-00052,101/52,Mumbai City,Demo Taluka 04,Demo Village 04,Name: Aniket Jadhav; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,0.29,Water Body,Other/Restricted,DEMO-712-00052,DEMO-8A-00052,DEMO-FERFAR-00052,2026-06-05,Pending,"POLYGON((72.795332 18.940690,72.797310 18.941332,72.796668 18.943310,72.794690 18.942668,72.795332 18.940690))",DEMO-PC-00052,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-07-27,Synthetic - Not Government Verified,Aniket Jadhav,Individual,100%,D/O Synthetic Holder,Synthetic Address 03
MH-DEMO-00053,101/53,Mumbai City,Demo Taluka 05,Demo Village 05,Name: Kiran Thakur; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,0.66,Wasteland,Occupancy Class I,DEMO-712-00053,DEMO-8A-00053,DEMO-FERFAR-00053,2026-06-15,Under Verification,"POLYGON((72.846511 18.979494,72.848506 18.980511,72.847489 18.982506,72.845494 18.981489,72.846511 18.979494))",DEMO-PC-00053,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-08-07,Synthetic - Not Government Verified,Kiran Thakur,Individual,100%,W/O Synthetic Holder,Synthetic Address 04
MH-DEMO-00054,101/54,Mumbai City,Demo Taluka 06,Demo Village 06,Name: Pooja Salve; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,1.03,Mixed Use,Occupancy Class II,DEMO-712-00054,DEMO-8A-00054,DEMO-FERFAR-00054,2026-06-25,No Recent Mutation,"POLYGON((72.834735 18.955324,72.836676 18.956735,72.835265 18.958676,72.833324 18.957265,72.834735 18.955324))",DEMO-PC-00054,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-08-18,Synthetic - Not Government Verified,Pooja Salve,Individual,100%,S/O Synthetic Holder,Synthetic Address 05
MH-DEMO-00055,101/55,Mumbai City,Demo Taluka 01,Demo Village 07,Name: Sachin Gaikwad; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,1.4,Agricultural,Government Lease,DEMO-712-00055,DEMO-8A-00055,DEMO-FERFAR-00055,2026-07-05,Updated,"POLYGON((72.823000 18.931190,72.824810 18.933000,72.823000 18.934810,72.821190 18.933000,72.823000 18.931190))",DEMO-PC-00055,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-08-29,Synthetic - Not Government Verified,Sachin Gaikwad,Individual,100%,D/O Synthetic Holder,Synthetic Address 01
MH-DEMO-00056,101/56,Mumbai City,Demo Taluka 02,Demo Village 08,Name: Suresh Sawant and Kiran Verma; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 02,1.77,Residential,Private Tenure,DEMO-712-00056,DEMO-8A-00056,DEMO-FERFAR-00056,2026-07-15,Pending,"POLYGON((72.811177 18.970883,72.812117 18.972177,72.810823 18.973117,72.809883 18.971823,72.811177 18.970883))",DEMO-PC-00056,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2026-09-09,Synthetic - Not Government Verified,Suresh Sawant and Kiran Verma,Joint Holders,50%-50%,Joint Holders,Synthetic Address 02
MH-DEMO-00057,102/1,Thane,Demo Taluka 01,Demo Village 01,Name: Vivek Verma; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,2.14,Industrial,Occupancy Class II,DEMO-712-00057,DEMO-8A-00057,DEMO-FERFAR-00057,2024-11-12,No Recent Mutation,"POLYGON((73.001385 19.227816,73.002184 19.229385,73.000615 19.230184,72.999816 19.228615,73.001385 19.227816))",DEMO-PC-00057,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-01-08,Synthetic - Not Government Verified,Vivek Verma,Individual,100%,S/O Synthetic Holder,Synthetic Address 03
MH-DEMO-00058,102/2,Thane,Demo Taluka 02,Demo Village 02,Name: Arjun Bhosale; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,2.51,Water Body,Government Lease,DEMO-712-00058,DEMO-8A-00058,DEMO-FERFAR-00058,2024-11-22,Updated,"POLYGON((72.989616 19.203790,72.990210 19.205616,72.988384 19.206210,72.987790 19.204384,72.989616 19.203790))",DEMO-PC-00058,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-01-19,Synthetic - Not Government Verified,Arjun Bhosale,Individual,100%,D/O Synthetic Holder,Synthetic Address 04
MH-DEMO-00059,102/3,Thane,Demo Taluka 03,Demo Village 03,Name: Manish Dhole; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,2.88,Wasteland,Private Tenure,DEMO-712-00059,DEMO-8A-00059,DEMO-FERFAR-00059,2024-12-02,Pending,"POLYGON((72.977865 19.242810,72.978190 19.244865,72.976135 19.245190,72.975810 19.243135,72.977865 19.242810))",DEMO-PC-00059,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-01-30,Synthetic - Not Government Verified,Manish Dhole,Individual,100%,W/O Synthetic Holder,Synthetic Address 05
MH-DEMO-00060,102/4,Thane,Demo Taluka 04,Demo Village 04,Name: Priya Deshmukh; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,3.25,Mixed Use,Other/Restricted,DEMO-712-00060,DEMO-8A-00060,DEMO-FERFAR-00060,2024-12-12,Under Verification,"POLYGON((72.963880 19.218880,72.966120 19.218880,72.966120 19.221120,72.963880 19.221120,72.963880 19.218880))",DEMO-PC-00060,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-02-10,Synthetic - Not Government Verified,Priya Deshmukh,Individual,100%,S/O Synthetic Holder,Synthetic Address 01
MH-DEMO-00061,102/5,Thane,Demo Taluka 05,Demo Village 05,Name: Seema Joshi; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,3.62,Agricultural,Occupancy Class I,DEMO-712-00061,DEMO-8A-00061,DEMO-FERFAR-00061,2024-12-22,No Recent Mutation,"POLYGON((72.952002 19.194627,72.954373 19.195002,72.953998 19.197373,72.951627 19.196998,72.952002 19.194627))",DEMO-PC-00061,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-02-21,Synthetic - Not Government Verified,Seema Joshi,Individual,100%,D/O Synthetic Holder,Synthetic Address 02
MH-DEMO-00062,102/6,Thane,Demo Taluka 06,Demo Village 06,Name: Tanmay Borkar; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,3.99,Residential,Occupancy Class II,DEMO-712-00062,DEMO-8A-00062,DEMO-FERFAR-00062,2025-01-01,Updated,"POLYGON((73.003178 19.233387,73.005613 19.234178,73.004822 19.236613,73.002387 19.235822,73.003178 19.233387))",DEMO-PC-00062,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-03-04,Synthetic - Not Government Verified,Tanmay Borkar,Individual,100%,W/O Synthetic Holder,Synthetic Address 03
MH-DEMO-00063,102/7,Thane,Demo Taluka 01,Demo Village 07,Name: Aditi Shinde and Rajesh Tiwari; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 04,4.36,Forest,Government Lease,DEMO-712-00063,DEMO-8A-00063,DEMO-FERFAR-00063,2025-01-11,Pending,"POLYGON((72.991650 19.209924,72.993076 19.210650,72.992350 19.212076,72.990924 19.211350,72.991650 19.209924))",DEMO-PC-00063,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-03-15,Synthetic - Not Government Verified,Aditi Shinde and Rajesh Tiwari,Joint Holders,50%-50%,Joint Holders,Synthetic Address 04
MH-DEMO-00064,102/8,Thane,Demo Taluka 02,Demo Village 08,Name: Deepak Wagh; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,4.73,Industrial,Private Tenure,DEMO-712-00064,DEMO-8A-00064,DEMO-FERFAR-00064,2025-01-21,Under Verification,"POLYGON((72.979805 19.248771,72.981229 19.249805,72.980195 19.251229,72.978771 19.250195,72.979805 19.248771))",DEMO-PC-00064,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-03-26,Synthetic - Not Government Verified,Deepak Wagh,Individual,100%,D/O Synthetic Holder,Synthetic Address 05
MH-DEMO-00065,102/9,Thane,Demo Taluka 03,Demo Village 09,Name: Mohan Yadav; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 01,0.3,Water Body,Other/Restricted,DEMO-712-00065,DEMO-8A-00065,DEMO-FERFAR-00065,2025-01-31,No Recent Mutation,"POLYGON((72.968000 19.224642,72.969358 19.226000,72.968000 19.227358,72.966642 19.226000,72.968000 19.224642))",DEMO-PC-00065,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-04-06,Synthetic - Not Government Verified,Mohan Yadav,Individual,100%,W/O Synthetic Holder,Synthetic Address 01
MH-DEMO-00066,102/10,Thane,Demo Taluka 04,Demo Village 10,Name: Rajesh More; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,0.67,Wasteland,Occupancy Class I,DEMO-712-00066,DEMO-8A-00066,DEMO-FERFAR-00066,2025-02-10,Updated,"POLYGON((72.956230 19.200547,72.957453 19.202230,72.955770 19.203453,72.954547 19.201770,72.956230 19.200547))",DEMO-PC-00066,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-04-17,Synthetic - Not Government Verified,Rajesh More,Individual,100%,S/O Synthetic Holder,Synthetic Address 02
MH-DEMO-00067,102/11,Thane,Demo Taluka 05,Demo Village 11,Name: Sneha Gawande; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,1.04,Mixed Use,Occupancy Class II,DEMO-712-00067,DEMO-8A-00067,DEMO-FERFAR-00067,2025-02-20,Pending,"POLYGON((73.007489 19.239494,73.008506 19.241489,73.006511 19.242506,73.005494 19.240511,73.007489 19.239494))",DEMO-PC-00067,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-04-28,Synthetic - Not Government Verified,Sneha Gawande,Individual,100%,D/O Synthetic Holder,Synthetic Address 03
MH-DEMO-00068,102/12,Thane,Demo Taluka 06,Demo Village 12,Name: Vijay Raut; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,1.41,Agricultural,Government Lease,DEMO-712-00068,DEMO-8A-00068,DEMO-FERFAR-00068,2025-03-02,Under Verification,"POLYGON((72.995770 19.215488,72.996512 19.217770,72.994230 19.218512,72.993488 19.216230,72.995770 19.215488))",DEMO-PC-00068,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-05-09,Synthetic - Not Government Verified,Vijay Raut,Individual,100%,W/O Synthetic Holder,Synthetic Address 04
MH-DEMO-00069,102/13,Thane,Demo Taluka 01,Demo Village 01,Name: Amit Kadam; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,1.78,Residential,Private Tenure,DEMO-712-00069,DEMO-8A-00069,DEMO-FERFAR-00069,2025-03-12,No Recent Mutation,"POLYGON((72.984064 19.191536,72.984464 19.194064,72.981936 19.194464,72.981536 19.191936,72.984064 19.191536))",DEMO-PC-00069,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-05-20,Synthetic - Not Government Verified,Amit Kadam,Individual,100%,S/O Synthetic Holder,Synthetic Address 05
MH-DEMO-00070,102/14,Thane,Demo Taluka 02,Demo Village 02,Name: Gaurav Ingale and Swati Yadav; Holder Type: Joint Holders; Relation: Joint Holders; Share: 50%-50%; Address: Synthetic Address 01,2.15,Forest,Other/Restricted,DEMO-712-00070,DEMO-8A-00070,DEMO-FERFAR-00070,2025-03-22,Updated,"POLYGON((72.970200 19.231200,72.971800 19.231200,72.971800 19.232800,72.970200 19.232800,72.970200 19.231200))",DEMO-PC-00070,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-05-31,Synthetic - Not Government Verified,Gaurav Ingale and Swati Yadav,Joint Holders,50%-50%,Joint Holders,Synthetic Address 01
MH-DEMO-00071,102/15,Thane,Demo Taluka 03,Demo Village 03,Name: Nikhil Patil; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 02,2.52,Industrial,Occupancy Class I,DEMO-712-00071,DEMO-8A-00071,DEMO-FERFAR-00071,2025-04-01,Pending,"POLYGON((72.958268 19.206993,72.960007 19.207268,72.959732 19.209007,72.957993 19.208732,72.958268 19.206993))",DEMO-PC-00071,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-06-11,Synthetic - Not Government Verified,Nikhil Patil,Individual,100%,W/O Synthetic Holder,Synthetic Address 02
MH-DEMO-00072,102/16,Thane,Demo Taluka 04,Demo Village 04,Name: Rohit Deshpande; Holder Type: Individual; Relation: S/O Synthetic Holder; Share: 100%; Address: Synthetic Address 03,2.89,Water Body,Occupancy Class II,DEMO-712-00072,DEMO-8A-00072,DEMO-FERFAR-00072,2025-04-11,Under Verification,"POLYGON((73.009384 19.245790,73.011210 19.246384,73.010616 19.248210,73.008790 19.247616,73.009384 19.245790))",DEMO-PC-00072,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-06-22,Synthetic - Not Government Verified,Rohit Deshpande,Individual,100%,S/O Synthetic Holder,Synthetic Address 03
MH-DEMO-00073,102/17,Thane,Demo Taluka 05,Demo Village 05,Name: Sunita Mhatre; Holder Type: Individual; Relation: D/O Synthetic Holder; Share: 100%; Address: Synthetic Address 04,3.26,Wasteland,Government Lease,DEMO-712-00073,DEMO-8A-00073,DEMO-FERFAR-00073,2025-04-21,No Recent Mutation,"POLYGON((72.997546 19.221601,72.999399 19.222546,72.998454 19.224399,72.996601 19.223454,72.997546 19.221601))",DEMO-PC-00073,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-07-03,Synthetic - Not Government Verified,Sunita Mhatre,Individual,100%,D/O Synthetic Holder,Synthetic Address 04
MH-DEMO-00074,102/18,Thane,Demo Taluka 06,Demo Village 06,Name: Vinod Pawar; Holder Type: Individual; Relation: W/O Synthetic Holder; Share: 100%; Address: Synthetic Address 05,3.63,Mixed Use,Private Tenure,DEMO-712-00074,DEMO-8A-00074,DEMO-FERFAR-00074,2025-05-01,Updated,"POLYGON((72.985752 19.197436,72.987564 19.198752,72.986248 19.200564,72.984436 19.199248,72.985752 19.197436))",DEMO-PC-00074,Synthetic Demo Dataset; structure referenced to Maharashtra Mahabhumi services,2025-07-14,Synthetic - Not Government Verified,Vinod Pawar,Individual,100%,W/O Synthetic Holder,Synthetic Address 05
